scientificname;yeareventdate;montheventdate;dayeventdate;stateprovince;county;municipality;minimumelevationinmeters;decimallatitude;decimalLongitude
Euphydryas aurinia (Rottemburg, 1775);1986.000000;7.000000;20.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;550.000000;42.846700;-2.672700
Euplagia quadripunctaria (Poda, 1761);1974.000000;8.000000;20.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;510.000000;42.846700;-2.672700
Euplagia quadripunctaria (Poda, 1761);1974.000000;9.000000;30.000000;Bizkaia;Enkartazioak / Encartaciones;Zalla;145.000000;43.214200;-3.131700
Euplagia quadripunctaria (Poda, 1761);1974.000000;8.000000;30.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;150.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1974.000000;7.000000;10.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Arantzazu;750.000000;43.001000;-2.398000
Euplagia quadripunctaria (Poda, 1761);1974.000000;8.000000;30.000000;Gipuzkoa;Donostialdea;Astigarraga;25.000000;43.280800;-1.947800
Euplagia quadripunctaria (Poda, 1761);1974.000000;7.000000;20.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;15.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1974.000000;8.000000;20.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;15.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1974.000000;8.000000;30.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;15.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1974.000000;7.000000;20.000000;Gipuzkoa;Tolosaldea;Berastegi;400.000000;43.123600;-1.978600
Euplagia quadripunctaria (Poda, 1761);1974.000000;7.000000;10.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;30.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1974.000000;8.000000;20.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;50.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1974.000000;7.000000;10.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;300.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1974.000000;7.000000;30.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;300.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1974.000000;8.000000;20.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;300.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1974.000000;8.000000;30.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;300.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1974.000000;7.000000;20.000000;Gipuzkoa;Donostialdea;Urnieta;200.000000;43.246700;-1.990800
Euplagia quadripunctaria (Poda, 1761);1974.000000;8.000000;10.000000;Gipuzkoa;Urola Kosta;Zarautz;15.000000;43.280400;-2.171500
Euplagia quadripunctaria (Poda, 1761);1988.000000;7.000000;30.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Arraia-Maeztu;750.000000;42.757500;-2.454700
Euphydryas aurinia (Rottemburg, 1775);1983.000000;6.000000;20.000000;Bizkaia;Gernika-Bermeo;Mundaka;50.000000;43.408300;-2.696700
Euphydryas aurinia (Rottemburg, 1775);1983.000000;6.000000;30.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Igorre;100.000000;43.165800;-2.776700
Euphydryas aurinia (Rottemburg, 1775);1983.000000;6.000000;10.000000;Bizkaia;Plentzia-Mungia;Mungia;100.000000;43.354200;-2.846700
Euphydryas aurinia (Rottemburg, 1775);1983.000000;6.000000;20.000000;Bizkaia;Bilbo Handia / Gran Bilbao;Larrabetzu;100.000000;43.260800;-2.796700
Euphydryas aurinia (Rottemburg, 1775);1983.000000;5.000000;20.000000;Bizkaia;Gernika-Bermeo;Gernika-Lumo;150.000000;43.316700;-2.683300
Euphydryas aurinia (Rottemburg, 1775);1983.000000;6.000000;10.000000;Bizkaia;Plentzia-Mungia;Fruiz;150.000000;43.328600;-2.783300
Euphydryas aurinia (Rottemburg, 1775);1983.000000;5.000000;10.000000;Bizkaia;Markina-Ondarroa;Aulesti;150.000000;43.295800;-2.563300
Euplagia quadripunctaria (Poda, 1761);1988.000000;8.000000;20.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Arraia-Maeztu;750.000000;42.757500;-2.454700
Euplagia quadripunctaria (Poda, 1761);1988.000000;8.000000;30.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Arraia-Maeztu;750.000000;42.757500;-2.454700
Euplagia quadripunctaria (Poda, 1761);1988.000000;9.000000;10.000000;Álava;Arabako Lautada / Llanada Alavesa;Iruña Oka/Iruña de Oca;500.000000;42.813900;-2.803600
Euplagia quadripunctaria (Poda, 1761);1988.000000;8.000000;30.000000;Bizkaia;Enkartazioak / Encartaciones;Artzentales;400.000000;43.240600;-3.241700
Euplagia quadripunctaria (Poda, 1761);1988.000000;8.000000;20.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Orozko;180.000000;43.166700;-2.916700
Euplagia quadripunctaria (Poda, 1761);1988.000000;9.000000;30.000000;Bizkaia;Enkartazioak / Encartaciones;Zalla;145.000000;43.214200;-3.131700
Euplagia quadripunctaria (Poda, 1761);1988.000000;8.000000;3.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;150.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1988.000000;8.000000;30.000000;Gipuzkoa;Donostialdea;Astigarraga;150.000000;43.280800;-1.947800
Euplagia quadripunctaria (Poda, 1761);1988.000000;8.000000;10.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;20.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1988.000000;8.000000;30.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;20.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1988.000000;8.000000;30.000000;Gipuzkoa;Tolosaldea;Berastegi;400.000000;43.123600;-1.978600
Euplagia quadripunctaria (Poda, 1761);1988.000000;8.000000;20.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;50.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1988.000000;8.000000;20.000000;Gipuzkoa;Donostialdea;Oiartzun;82.000000;43.299200;-1.858300
Euplagia quadripunctaria (Poda, 1761);1988.000000;8.000000;30.000000;Gipuzkoa;Donostialdea;Oiartzun;82.000000;43.299200;-1.858300
Euplagia quadripunctaria (Poda, 1761);1988.000000;7.000000;10.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;300.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1988.000000;7.000000;20.000000;Gipuzkoa;Donostialdea;Urnieta;200.000000;43.246700;-1.990800
Euphydryas aurinia (Rottemburg, 1775);1983.000000;6.000000;10.000000;Gipuzkoa;Debagoiena / Alto Deba;Aretxabaleta;300.000000;43.036100;-2.505600
Euphydryas aurinia (Rottemburg, 1775);1983.000000;6.000000;10.000000;Gipuzkoa;Debagoiena / Alto Deba;Aretxabaleta;300.000000;43.036100;-2.505600
Euphydryas aurinia (Rottemburg, 1775);1983.000000;6.000000;10.000000;Álava;Añana;Erriberagoitia/Ribera Alta;550.000000;42.828100;-2.416700
Euplagia quadripunctaria (Poda, 1761);1987.000000;8.000000;10.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Arraia-Maeztu;750.000000;42.757500;-2.454700
Euplagia quadripunctaria (Poda, 1761);1987.000000;8.000000;30.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Arraia-Maeztu;750.000000;42.757500;-2.454700
Euplagia quadripunctaria (Poda, 1761);1987.000000;8.000000;20.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;510.000000;42.846700;-2.672700
Euplagia quadripunctaria (Poda, 1761);1987.000000;8.000000;20.000000;Bizkaia;Enkartazioak / Encartaciones;Karrantza Harana/Valle de Carranza;350.000000;43.225000;-3.366700
Euplagia quadripunctaria (Poda, 1761);1987.000000;8.000000;20.000000;Bizkaia;Bilbo Handia / Gran Bilbao;Muskiz;100.000000;43.316700;-3.116700
Euplagia quadripunctaria (Poda, 1761);1987.000000;7.000000;20.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;230.000000;43.046700;-3.008600
Euplagia quadripunctaria (Poda, 1761);1987.000000;9.000000;30.000000;Bizkaia;Enkartazioak / Encartaciones;Zalla;145.000000;43.214200;-3.131700
Euplagia quadripunctaria (Poda, 1761);1987.000000;9.000000;10.000000;Gipuzkoa;Donostialdea;Astigarraga;50.000000;43.280800;-1.947800
Euplagia quadripunctaria (Poda, 1761);1987.000000;8.000000;10.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;20.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1987.000000;8.000000;20.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;20.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1987.000000;9.000000;10.000000;Gipuzkoa;Urola Kosta;Azpeitia;84.000000;43.183300;-2.266700
Euplagia quadripunctaria (Poda, 1761);1987.000000;9.000000;10.000000;Gipuzkoa;Urola Kosta;Azpeitia;84.000000;43.183300;-2.266700
Euplagia quadripunctaria (Poda, 1761);1987.000000;7.000000;20.000000;Gipuzkoa;Tolosaldea;Berastegi;400.000000;43.123600;-1.978600
Euplagia quadripunctaria (Poda, 1761);2015.000000;8.000000;16.000000;Bizkaia;Enkartazioak / Encartaciones;Gordexola;223.000000;43.180600;-3.073600
Euplagia quadripunctaria (Poda, 1761);2016.000000;8.000000;8.000000;Bizkaia;Enkartazioak / Encartaciones;Gordexola;336.000000;43.180600;-3.073600
Euplagia quadripunctaria (Poda, 1761);1973.000000;8.000000;20.000000;Álava;Añana;Valdegovía/Gaubea;691.000000;42.848100;-3.098600
Euplagia quadripunctaria (Poda, 1761);1991.000000;9.000000;7.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;527.000000;42.846700;-2.672700
Euplagia quadripunctaria (Poda, 1761);1992.000000;4.000000;27.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;527.000000;42.846700;-2.672700
Euplagia quadripunctaria (Poda, 1761);1976.000000;8.000000;10.000000;Álava;Arabako Lautada / Llanada Alavesa;Asparrena;574.000000;42.895800;-2.321900
Euphydryas aurinia (Rottemburg, 1775);1983.000000;6.000000;10.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;500.000000;42.846700;-2.672700
Euphydryas aurinia (Rottemburg, 1775);1983.000000;5.000000;30.000000;Gipuzkoa;Tolosaldea;Alkiza;600.000000;43.172200;-2.108300
Euphydryas aurinia (Rottemburg, 1775);1983.000000;7.000000;10.000000;Álava;Arabako Lautada / Llanada Alavesa;Asparrena;605.000000;42.895800;-2.321900
Euphydryas aurinia (Rottemburg, 1775);1983.000000;7.000000;30.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Arraia-Maeztu;750.000000;42.757500;-2.454700
Euphydryas aurinia (Rottemburg, 1775);2016.000000;5.000000;25.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;560.000000;43.046700;-3.008600
Euphydryas aurinia (Rottemburg, 1775);2016.000000;6.000000;1.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Orozko;710.000000;43.166700;-2.916700
Euphydryas aurinia (Rottemburg, 1775);1976.000000;5.000000;30.000000;Álava;Arabako Lautada / Llanada Alavesa;Alegría-Dulantzi;567.000000;42.840100;-2.512700
Euphydryas aurinia (Rottemburg, 1775);1975.000000;6.000000;5.000000;Álava;Añana;Kuartango;606.000000;42.871400;-2.885600
Euplagia quadripunctaria (Poda, 1761);2016.000000;8.000000;15.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Ubide;618.000000;43.027800;-2.686100
Euphydryas aurinia (Rottemburg, 1775);1998.000000;6.000000;17.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Arraia-Maeztu;735.000000;42.757500;-2.454700
Euphydryas aurinia (Rottemburg, 1775);1976.000000;6.000000;13.000000;Álava;Gorbeialdea / Estribaciones del Gorbea;Zuia;627.000000;42.981900;-2.843000
Euphydryas aurinia (Rottemburg, 1775);1978.000000;7.000000;2.000000;Álava;Gorbeialdea / Estribaciones del Gorbea;Zigoitia;550.000000;42.967800;-2.717800
Euphydryas aurinia (Rottemburg, 1775);1976.000000;6.000000;19.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;515.000000;42.846700;-2.672700
Euphydryas aurinia (Rottemburg, 1775);1975.000000;6.000000;5.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;560.000000;42.846700;-2.672700
Euphydryas aurinia (Rottemburg, 1775);1976.000000;6.000000;5.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;560.000000;42.846700;-2.672700
Euphydryas aurinia (Rottemburg, 1775);1976.000000;6.000000;9.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;560.000000;42.846700;-2.672700
Euphydryas aurinia (Rottemburg, 1775);1981.000000;5.000000;30.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;560.000000;42.846700;-2.672700
Euphydryas aurinia (Rottemburg, 1775);1982.000000;5.000000;30.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;560.000000;42.846700;-2.672700
Euphydryas aurinia (Rottemburg, 1775);1982.000000;8.000000;23.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;560.000000;42.846700;-2.672700
Euphydryas aurinia (Rottemburg, 1775);1987.000000;5.000000;30.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;560.000000;42.846700;-2.672700
Euphydryas aurinia (Rottemburg, 1775);1976.000000;6.000000;6.000000;Álava;Arabako Lautada / Llanada Alavesa;Asparrena;638.000000;42.895800;-2.321900
Euphydryas aurinia (Rottemburg, 1775);1978.000000;6.000000;5.000000;Álava;Añana;Erriberagoitia/Ribera Alta;770.000000;42.828100;-2.416700
Euphydryas aurinia (Rottemburg, 1775);1980.000000;6.000000;10.000000;Álava;Arabako Lautada / Llanada Alavesa;Elburgo/Burgelu;558.000000;42.849700;-2.545600
Euphydryas aurinia (Rottemburg, 1775);1975.000000;5.000000;18.000000;Álava;Arabako Errioxa / Rioja Alavesa;Baños de Ebro/Mañueta;425.000000;42.530600;-2.683300
Euphydryas aurinia (Rottemburg, 1775);1977.000000;8.000000;19.000000;Álava;Arabako Errioxa / Rioja Alavesa;Baños de Ebro/Mañueta;425.000000;42.530600;-2.683300
Euphydryas aurinia (Rottemburg, 1775);1981.000000;5.000000;24.000000;Álava;Arabako Errioxa / Rioja Alavesa;Baños de Ebro/Mañueta;425.000000;42.530600;-2.683300
Euphydryas aurinia (Rottemburg, 1775);1981.000000;5.000000;31.000000;Álava;Arabako Errioxa / Rioja Alavesa;Baños de Ebro/Mañueta;425.000000;42.530600;-2.683300
Euphydryas aurinia (Rottemburg, 1775);1982.000000;5.000000;30.000000;Álava;Arabako Errioxa / Rioja Alavesa;Baños de Ebro/Mañueta;425.000000;42.530600;-2.683300
Lopinga achine (Scopoli, 1763);2011.000000;6.000000;20.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;860.000000;43.046700;-3.008600
Lopinga achine (Scopoli, 1763);2011.000000;7.000000;2.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;860.000000;43.046700;-3.008600
Lopinga achine (Scopoli, 1763);2008.000000;7.000000;8.000000;Álava;Arabako Kantaurialdea / Cantábrica Alavesa;Ayala/Aiara;790.000000;43.050000;-3.066700
Lopinga achine (Scopoli, 1763);2012.000000;7.000000;19.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;860.000000;43.046700;-3.008600
Lopinga achine (Scopoli, 1763);2014.000000;7.000000;13.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;807.000000;43.046700;-3.008600
Parnassius apollo (Linnaeus, 1758);1967.000000;7.000000;25.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Arraia-Maeztu;1055.000000;42.757500;-2.454700
Parnassius apollo (Linnaeus, 1758);2015.000000;7.000000;12.000000;Gipuzkoa;Debagoiena / Alto Deba;Oñati;1254.000000;43.032600;-2.411100
Eriogaster catax Linnaeus, 1758;2018.000000;5.000000;2.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;552.000000;42.846700;-2.672700
Eriogaster catax Linnaeus, 1758;2018.000000;4.000000;21.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;588.000000;42.846700;-2.672700
Euphydryas aurinia (Rottemburg, 1775);1987.000000;5.000000;10.000000;Álava;Arabako Lautada / Llanada Alavesa;Barrundia;564.000000;42.916700;-2.491700
Euphydryas aurinia (Rottemburg, 1775);1974.000000;6.000000;8.000000;Álava;Añana;Erriberagoitia/Ribera Alta;537.000000;42.828100;-2.416700
Euplagia quadripunctaria (Poda, 1761);1974.000000;8.000000;20.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Arraia-Maeztu;750.000000;42.757500;-2.454700
Euplagia quadripunctaria (Poda, 1761);1988.000000;7.000000;20.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;230.000000;43.046700;-3.008600
Euplagia quadripunctaria (Poda, 1761);1988.000000;8.000000;20.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;20.000000;43.318300;-1.981100
Euphydryas aurinia (Rottemburg, 1775);1983.000000;7.000000;20.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Arraia-Maeztu;750.000000;42.757500;-2.454700
Parnassius apollo (Linnaeus, 1758);2016.000000;7.000000;30.000000;Gipuzkoa;Debagoiena / Alto Deba;Oñati;1254.000000;43.032600;-2.411100
Eriogaster catax Linnaeus, 1758;2018.000000;5.000000;1.000000;Álava;Arabako Lautada / Llanada Alavesa;Asparrena;600.000000;42.895800;-2.321900
Proserpinus proserpina Pallas, 1772;2019.000000;5.000000;25.000000;Álava;Arabako Errioxa / Rioja Alavesa;Lapuebla de Labarca;;42.493100;-2.571400
Eriogaster catax Linnaeus, 1758;2019.000000;4.000000;28.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Peñacerrada-Urizaharra;792.000000;42.644200;-2.713300
Eriogaster catax Linnaeus, 1758;2018.000000;4.000000;29.000000;Álava;Gorbeialdea / Estribaciones del Gorbea;Zigoitia;660.000000;42.967800;-2.717800
Euphydryas aurinia (Rottemburg, 1775);1981.000000;8.000000;6.000000;Álava;Arabako Lautada / Llanada Alavesa;Iruña Oka/Iruña de Oca;500.000000;42.813900;-2.803600
Euphydryas aurinia (Rottemburg, 1775);1983.000000;5.000000;30.000000;Álava;Arabako Lautada / Llanada Alavesa;Iruña Oka/Iruña de Oca;489.000000;42.813900;-2.803600
Euphydryas aurinia (Rottemburg, 1775);1983.000000;6.000000;20.000000;Álava;Arabako Lautada / Llanada Alavesa;Iruña Oka/Iruña de Oca;550.000000;42.813900;-2.803600
Lopinga achine (Scopoli, 1763);2011.000000;5.000000;29.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;880.000000;43.046700;-3.008600
Eriogaster catax Linnaeus, 1758;2019.000000;5.000000;4.000000;Álava;Arabako Lautada / Llanada Alavesa;San Millán/Donemiliaga;686.000000;42.873600;-2.375800
Eriogaster catax Linnaeus, 1758;2018.000000;5.000000;11.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;753.000000;42.846700;-2.672700
Eriogaster catax Linnaeus, 1758;2018.000000;4.000000;20.000000;Álava;Gorbeialdea / Estribaciones del Gorbea;Zigoitia;660.000000;42.967800;-2.717800
Phengaris arion (Linnaeus, 1758);2000.000000;6.000000;25.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Peñacerrada-Urizaharra;650.000000;42.644200;-2.713300
Eriogaster catax Linnaeus, 1758;2018.000000;5.000000;12.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Campezo/Kanpezu;609.000000;42.672200;-2.366700
Eriogaster catax Linnaeus, 1758;2018.000000;5.000000;5.000000;Álava;Arabako Lautada / Llanada Alavesa;Asparrena;638.000000;42.895800;-2.321900
Phengaris arion (Linnaeus, 1758);1999.000000;7.000000;17.000000;Álava;Añana;Valdegovía/Gaubea;900.000000;42.848100;-3.098600
Euphydryas aurinia (Rottemburg, 1775);1983.000000;6.000000;10.000000;Gipuzkoa;Tolosaldea;Amezketa;200.000000;43.050000;-2.083300
Euplagia quadripunctaria (Poda, 1761);1987.000000;8.000000;10.000000;Gipuzkoa;Urola Kosta;Zarautz;15.000000;43.280400;-2.171500
Lopinga achine (Scopoli, 1763);2013.000000;7.000000;14.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;570.000000;43.046700;-3.008600
Lopinga achine (Scopoli, 1763);2013.000000;7.000000;28.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;780.000000;43.046700;-3.008600
Lopinga achine (Scopoli, 1763);2014.000000;7.000000;17.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;540.000000;43.046700;-3.008600
Parnassius apollo (Linnaeus, 1758);1973.000000;7.000000;12.000000;Álava;Arabako Mendialdea / Montaña Alavesa;Arraia-Maeztu;750.000000;42.757500;-2.454700
Eriogaster catax Linnaeus, 1758;2018.000000;5.000000;1.000000;Álava;Arabako Lautada / Llanada Alavesa;Barrundia;598.000000;42.916700;-2.491700
Eriogaster catax Linnaeus, 1758;2017.000000;4.000000;22.000000;Álava;Gorbeialdea / Estribaciones del Gorbea;Legutio;535.000000;42.978600;-2.642500
Euphydryas aurinia (Rottemburg, 1775);1975.000000;6.000000;29.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;1000.000000;42.846700;-2.672700
Euphydryas aurinia (Rottemburg, 1775);1980.000000;6.000000;3.000000;Álava;Arabako Lautada / Llanada Alavesa;Iruña Oka/Iruña de Oca;498.000000;42.813900;-2.803600
Euphydryas aurinia (Rottemburg, 1775);1983.000000;6.000000;10.000000;Bizkaia;Plentzia-Mungia;Mungia;150.000000;43.354200;-2.846700
Parnassius apollo (Linnaeus, 1758);2015.000000;7.000000;12.000000;Gipuzkoa;Debagoiena / Alto Deba;Oñati;1254.000000;43.032600;-2.411100
Eriogaster catax Linnaeus, 1758;2018.000000;5.000000;7.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;708.000000;42.846700;-2.672700
Euplagia quadripunctaria (Poda, 1761);1987.000000;7.000000;30.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;300.000000;43.318300;-1.981100
Euphydryas aurinia (Rottemburg, 1775);2001.000000;5.000000;28.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;560.000000;42.846700;-2.672700
Lopinga achine (Scopoli, 1763);2012.000000;7.000000;23.000000;Álava;Arabako Kantaurialdea / Cantábrica Alavesa;Amurrio;635.000000;43.053100;-2.998600
Lopinga achine (Scopoli, 1763);2014.000000;7.000000;13.000000;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;794.000000;43.046700;-3.008600
Eriogaster catax Linnaeus, 1758;2018.000000;5.000000;1.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;528.000000;42.846700;-2.672700
Euplagia quadripunctaria (Poda, 1761);1984.000000;8.000000;10.000000;Álava;Añana;Zambrana;640.000000;42.660000;-2.879200
Euplagia quadripunctaria (Poda, 1761);1974.000000;8.000000;30.000000;Gipuzkoa;Donostialdea;Oiartzun;82.000000;43.299200;-1.858300
Euplagia quadripunctaria (Poda, 1761);2011.000000;7.000000;30.000000;Bizkaia;Bilbo Handia / Gran Bilbao;Leioa;50.000000;43.326900;-2.987500
Eriogaster catax Linnaeus, 1758;2018.000000;10.000000;24.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;;42.846700;-2.672700
Eriogaster catax Linnaeus, 1758;2019.000000;4.000000;4.000000;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;552.000000;42.846700;-2.672700
Eriogaster catax Linnaeus, 1758;2018.000000;5.000000;4.000000;Álava;Gorbeialdea / Estribaciones del Gorbea;Zigoitia;660.000000;42.967800;-2.717800
Euplagia quadripunctaria (Poda, 1761);1974.000000;7.000000;20.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;300.000000;43.318300;-1.981100
Euplagia quadripunctaria (Poda, 1761);1987.000000;8.000000;20.000000;Gipuzkoa;Donostialdea;Donostia/San Sebastián;50.000000;43.318300;-1.981100
